1.000000000000000000e+00,2.929887138824293080e-01,1.369421939838981472e-01,1.443428623807887501e-01,1.677557663199099602e-01,1.206604344833321768e-01,3.141173105197027082e-01,2.544154737103013764e-01,1.709178547255239267e-01,1.306040516119734707e-01,1.058246552960934589e-01,1.334270933530978809e-01,9.534589101566427749e-02,9.505479675989594868e-02,1.134292526134473844e-01,1.182069978905856272e-01,1.280330969216832981e-01,1.526105691601556402e-01,1.042574980534368700e-01,1.234537747855173340e-01,1.884789898742097458e-01,1.940896290840073701e-01,7.735184491660895834e-02,7.035356017331505230e-02,1.800120795190207346e-01,1.615490720215568832e-01,1.186218017209723086e-01,9.377999836798155131e-02
2.929887138824293080e-01,1.000000000000000000e+00,1.392260677099505517e-01,1.353306799995582510e-01,1.681361053524857430e-01,1.077537226972600515e-01,3.065513873363764352e-01,3.244186998749482020e-01,1.485182504772610268e-01,1.349966221487585161e-01,9.250921957178209754e-02,1.241955201257366748e-01,9.575924107970153198e-02,8.811177864806397919e-02,1.023751058003914971e-01,9.606783865709839221e-02,1.116006630164983748e-01,1.289345721669233058e-01,7.129370321825545531e-02,1.238231286922563262e-01,1.273282981640050382e-01,2.270934800843059653e-01,5.950639234916224596e-02,8.204854357307898860e-02,1.677298519077981831e-01,1.802358355660706457e-01,1.070013384460477973e-01,1.086882395434982940e-01
1.369421939838981472e-01,1.392260677099505517e-01,1.000000000000000000e+00,5.783921505294196130e-01,2.034103269010540671e-01,1.596059562729862935e-01,2.037243223424724525e-01,1.763152711939649231e-01,3.711877997008680152e-01,3.398653857666918965e-01,2.346321178263000573e-01,2.543358832721708263e-01,2.445636514416578144e-01,2.287980051092333988e-01,2.008129804174602351e-01,2.406844968166359233e-01,5.128635631899678415e-01,5.169452653591324331e-01,1.240913691581840284e-01,2.293740425284956086e-01,2.668284840755077436e-01,2.451889824849571020e-01,3.226855643464375811e-01,2.836995676980292869e-01,2.546457454110579999e-01,2.617496685005237245e-01,3.575985139709118577e-01,4.033309231585374133e-01
1.443428623807887501e-01,1.353306799995582510e-01,5.783921505294196130e-01,1.000000000000000000e+00,1.855673014147772304e-01,1.391682700435970810e-01,2.192821523291345609e-01,1.841237011393284939e-01,3.389119692391144301e-01,3.236312617061269936e-01,2.129935147420477237e-01,2.482384560793667316e-01,2.223285533434909422e-01,2.021018712488189817e-01,1.912618391530471751e-01,2.117903514516257246e-01,4.067291994313856351e-01,4.434227380464162427e-01,1.507313217182791876e-01,2.852082931768938900e-01,2.438348995750792558e-01,2.483334427360522900e-01,2.722900538068555032e-01,2.607119950595429558e-01,2.415745310951263325e-01,2.282331047297123106e-01,3.404135726700953102e-01,3.755765386474649858e-01
1.677557663199099602e-01,1.681361053524857430e-01,2.034103269010540671e-01,1.855673014147772304e-01,1.000000000000000000e+00,2.469975064460573910e-01,2.893263936380772727e-01,2.525430199603583836e-01,1.713538875897836766e-01,1.677226379767737807e-01,2.045603734328917678e-01,2.043413293092284921e-01,1.762010981698625967e-01,1.860958018327945607e-01,3.283564146487367164e-01,2.706071216019750869e-01,1.630167906206717310e-01,1.703720048541937926e-01,6.583843590617029229e-02,1.284225199839164611e-01,1.474927733338336766e-01,1.304508825797598415e-01,7.079023290771042920e-02,5.866142164719945207e-02,2.014934557688951022e-01,2.273360772991911138e-01,2.284677575327982157e-01,1.748075196267650788e-01
1.206604344833321768e-01,1.077537226972600515e-01,1.596059562729862935e-01,1.391682700435970810e-01,2.469975064460573910e-01,1.000000000000000000e+00,1.887128981706681086e-01,1.627400240336183412e-01,1.495934889361348052e-01,1.515476288847136532e-01,3.856016193051891028e-01,3.766647382553836021e-01,2.336413092327724039e-01,1.821243316960511338e-01,2.319213251397101438e-01,2.409760162678497575e-01,1.455361088330857089e-01,1.688462460851684055e-01,5.426583835941874850e-02,8.443392514358445677e-02,1.297831820592391661e-01,1.022459203261407851e-01,8.990390942495293802e-02,5.033277002259152477e-02,1.525768348452475054e-01,1.838751742167495096e-01,9.608647201724968001e-02,1.077013176645754133e-01
3.141173105197027082e-01,3.065513873363764352e-01,2.037243223424724525e-01,2.192821523291345609e-01,2.893263936380772727e-01,1.887128981706681086e-01,1.000000000000000000e+00,5.097350337014184829e-01,2.645392959837084002e-01,2.015491486202372340e-01,1.694111473731365891e-01,1.939115156168925713e-01,1.759891033019010398e-01,1.601981862661639167e-01,2.277161552058893090e-01,2.038997403512514683e-01,1.902999326906547883e-01,2.204213327837819814e-01,1.011480174818375349e-01,1.671373472454332765e-01,2.598406803518797381e-01,2.551463565596397420e-01,1.335283339430695382e-01,1.141332578297680339e-01,2.447038701336793354e-01,2.827743309837492669e-01,2.016334411480252831e-01,1.756008830091942419e-01
2.544154737103013764e-01,3.244186998749482020e-01,1.763152711939649231e-01,1.841237011393284939e-01,2.525430199603583836e-01,1.627400240336183412e-01,5.097350337014184829e-01,1.000000000000000000e+00,2.089060135286728015e-01,1.688815485604812372e-01,1.451185337982782431e-01,1.684521318539936030e-01,1.455162590171396042e-01,1.192276592079560410e-01,2.045444917374610316e-01,1.809785156926024541e-01,1.309885655766064583e-01,1.736403522439101954e-01,6.904569697026949338e-02,1.502169604651364676e-01,2.180399118196792996e-01,2.515532416683423644e-01,8.038285086511752497e-02,9.381518629794406705e-02,2.180571573881203151e-01,2.400312394316682918e-01,1.655180891876875393e-01,1.408927083161443661e-01
1.709178547255239267e-01,1.485182504772610268e-01,3.711877997008680152e-01,3.389119692391144301e-01,1.713538875897836766e-01,1.495934889361348052e-01,2.645392959837084002e-01,2.089060135286728015e-01,1.000000000000000000e+00,4.831625704013504108e-01,2.307862641490144306e-01,2.672614736162856053e-01,2.661629198767672122e-01,2.224422376971587900e-01,1.472970617447303399e-01,2.096427320883362533e-01,3.599101350954693190e-01,4.183562471655524195e-01,7.217545182210924337e-02,2.024517654490505525e-01,2.673083258776707827e-01,2.614685100255208505e-01,2.754790107446080105e-01,2.504737189148628085e-01,3.824403863364105316e-01,3.796316865642879179e-01,2.499283554805070695e-01,3.000992460624618552e-01
1.306040516119734707e-01,1.349966221487585161e-01,3.398653857666918965e-01,3.236312617061269936e-01,1.677226379767737807e-01,1.515476288847136532e-01,2.015491486202372340e-01,1.688815485604812372e-01,4.831625704013504108e-01,1.000000000000000000e+00,2.254324876504515407e-01,2.349928908137670636e-01,2.669029265299986409e-01,2.168597462802022424e-01,1.435301524718941568e-01,2.314975243577565289e-01,3.020401226727706390e-01,3.419268616801002247e-01,8.474148508915288480e-02,1.868795040373821825e-01,2.127998387809632297e-01,2.207516362299445922e-01,2.250739638976802515e-01,2.173357882946545527e-01,2.936866260403930839e-01,3.102131598109679755e-01,2.298805929157318739e-01,3.134313399465100680e-01
