1.000000000000000000e+00,3.518734341476922878e-01,1.880370513445893677e-01,1.661006519222419653e-01,1.702975776991325352e-01,8.764723756056395920e-02,3.965496081143790597e-01,3.760264454543104651e-01,1.687330105479364073e-01,1.328492346880177921e-01,2.332872623041175320e-02,9.625350236244303859e-02,1.176002503604474808e-01,1.031731367071071770e-01,1.159721953818041440e-01,8.557646920241311628e-02,1.496112825527761703e-01,1.934242605363078460e-01,-1.517458684977763747e-02,1.525373260651712304e-01,2.142954543467561479e-01,2.769527450761911092e-01,8.295837056318502989e-02,8.851139399598048629e-02,1.517484498104572643e-01,1.905145587585657940e-01,1.222611762293708410e-01,1.277208564899049437e-01
3.518734341476922878e-01,1.000000000000000000e+00,1.472018813132924264e-01,1.320822077717349052e-01,1.926631909972680579e-01,8.338866628985058815e-02,4.457867139733244222e-01,3.830765992205780179e-01,2.255899824860798097e-01,1.804752672837494909e-01,5.844027154826256232e-02,6.469832280401738300e-02,5.487509978266302130e-02,7.290522571244864580e-02,1.678300250490669110e-01,1.564106115834731914e-01,1.463418421250110013e-01,1.212555494564493130e-01,6.519797900980286998e-02,1.376877047122955777e-01,1.635367203405886372e-01,2.843705271784607858e-01,1.776258345554364015e-01,1.627192980518703536e-01,1.756017960709852777e-01,2.041098787214297161e-01,1.727486115173949566e-01,1.258399553757537093e-01
1.880370513445893677e-01,1.472018813132924264e-01,1.000000000000000000e+00,5.772296789454310906e-01,1.456924690556244406e-01,1.159245012287339199e-01,1.398824906810493818e-01,1.792333287683554877e-01,3.338768249380759112e-01,2.932232528628052615e-01,7.628796762584214020e-02,1.259441931760766076e-01,2.030890144972677946e-01,1.574656562708527940e-01,2.188125249073165079e-01,2.281906777142022891e-01,4.798933905099140862e-01,5.424478394359976141e-01,6.052550791822886023e-02,1.103260715214738064e-01,2.610048274575430538e-01,2.651891273166412377e-01,3.245921906457585604e-01,2.727392672018231212e-01,2.288143454174325631e-01,2.546882328096334858e-01,4.050025836723858408e-01,4.614571470850817869e-01
1.661006519222419653e-01,1.320822077717349052e-01,5.772296789454310906e-01,1.000000000000000000e+00,2.025691272511887797e-01,1.551877269265988790e-01,2.032028784060965487e-01,2.336461682561400965e-01,3.326653767095845704e-01,3.594735351530301548e-01,1.598161441910399549e-01,2.093115441327590975e-01,1.911143146454424291e-01,1.920653504437708770e-01,2.736358509448081344e-01,2.571519793730218661e-01,3.918657089369257940e-01,4.665094413473440671e-01,1.422171875429525667e-01,2.542525180624155001e-01,3.414674325200665606e-01,3.446374106412888327e-01,2.998104877024386772e-01,2.533418467861002221e-01,2.843913120990791965e-01,2.178509982706909598e-01,4.721589400493972910e-01,4.345426254092822349e-01
1.702975776991325352e-01,1.926631909972680579e-01,1.456924690556244406e-01,2.025691272511887797e-01,1.000000000000000000e+00,2.989794955464146198e-01,3.420195058815171385e-01,3.272771022953276931e-01,1.701925510195702873e-01,1.676446525607451221e-01,1.997302982817283357e-01,1.910710639933728139e-01,1.412201671979959883e-01,2.057066669132890935e-01,3.973609563095107933e-01,3.244006702058377378e-01,1.580752099673728428e-01,1.100563938454597462e-01,1.342945833716283621e-01,8.358169454821451350e-02,1.025013611484033027e-01,1.098191683662434887e-01,1.646649231383576772e-01,8.458156688280979441e-02,2.091286697477412193e-01,2.770115257177015455e-01,3.109746668823683002e-01,1.913515247279776454e-01
8.764723756056395920e-02,8.338866628985058815e-02,1.159245012287339199e-01,1.551877269265988790e-01,2.989794955464146198e-01,1.000000000000000000e+00,1.860019835616246175e-01,1.884649032977391003e-01,9.063835718393623009e-02,1.286039816568266270e-01,4.292464808207270277e-01,4.288756956206140059e-01,1.402218515709474089e-01,1.725908186015594203e-01,2.742453071538286657e-01,2.719937455081411493e-01,1.067339290411252195e-01,1.787962270821505106e-01,8.807761814687899149e-02,8.059914093429612625e-03,1.227491580384744152e-01,1.132390145938132336e-01,9.381584328425159047e-02,5.370827024213650075e-02,1.155196711258270476e-01,1.612069950524152862e-01,1.244858935811016809e-01,3.749125096500927762e-02
3.965496081143790597e-01,4.457867139733244222e-01,1.398824906810493818e-01,2.032028784060965487e-01,3.420195058815171385e-01,1.860019835616246175e-01,1.000000000000000000e+00,5.557408250340633016e-01,1.448092572877701101e-01,1.312925116685547677e-01,5.298076689264270833e-02,6.444260269938500985e-02,8.532090168639602790e-02,1.720870965285094534e-01,2.889442343981206140e-01,2.146601092505841524e-01,1.294139775446352114e-01,1.528662421718681996e-01,1.248271918093088184e-01,1.127707325773801839e-01,1.631097414680554858e-01,2.197327345091393824e-01,1.638047140231734811e-01,1.357000006648724499e-01,1.815180950292258344e-01,2.783351541802051021e-01,1.874391920045015425e-01,1.461641402444333881e-01
3.760264454543104651e-01,3.830765992205780179e-01,1.792333287683554877e-01,2.336461682561400965e-01,3.272771022953276931e-01,1.884649032977391003e-01,5.557408250340633016e-01,1.000000000000000000e+00,1.663531225808739245e-01,9.734814832019303421e-02,9.635909942262699257e-02,1.245271142354960892e-01,8.412312895588558437e-02,1.131694150047233283e-01,2.318877744158774068e-01,1.996584249170875736e-01,1.238577278041020496e-01,1.306994967977337940e-01,1.099891089373580544e-01,8.886644059516968230e-02,2.074076760807415654e-01,2.863805966639211831e-01,1.150481609909575070e-01,1.035362315390372795e-01,1.843264395631385999e-01,2.375049765787424216e-01,1.644250710519653824e-01,1.565288333161720669e-01
1.687330105479364073e-01,2.255899824860798097e-01,3.338768249380759112e-01,3.326653767095845704e-01,1.701925510195702873e-01,9.063835718393623009e-02,1.448092572877701101e-01,1.663531225808739245e-01,1.000000000000000000e+00,4.567303212671847135e-01,1.480875340976478827e-01,2.093710577936841455e-01,1.931225658104933074e-01,2.296567025568048426e-01,1.296479784219715103e-01,2.159063346242600934e-01,3.465572078406330969e-01,3.784229337278675054e-01,1.035308481443925621e-01,1.438709549264340082e-01,2.228592685303784071e-01,2.705595007521320872e-01,3.545953726202284995e-01,2.452499053435002185e-01,3.724403263989537471e-01,3.971907878995039609e-01,3.085327055757037806e-01,2.293742898326438240e-01
1.328492346880177921e-01,1.804752672837494909e-01,2.932232528628052615e-01,3.594735351530301548e-01,1.676446525607451221e-01,1.286039816568266270e-01,1.312925116685547677e-01,9.734814832019303421e-02,4.567303212671847135e-01,1.000000000000000000e+00,1.828290762648316914e-01,1.463241138275541697e-01,1.929082771169096655e-01,2.551986601821609746e-01,8.209233733955562107e-02,1.793471035845987660e-01,2.962459128191679003e-01,3.375397750199751190e-01,1.509649532090598378e-01,1.593254117563838723e-01,1.739810197020416616e-01,2.482225883563297653e-01,2.491133615674969992e-01,2.335757009898711267e-01,2.967139620525648946e-01,3.043692742167257714e-01,2.606103015331714401e-01,1.673947820465197800e-01
